Text,Back Extra,Word,TranslationJa,Audio,Image
"～を昇格させる, 昇進させる<br>She’s just been {{c1::promoted}} to manager.","promote<br>～を昇格させる, 昇進させる<br>[sound:ukpromi012.mp3]<br><img src=""promote.jpg"">",promote,"～を昇格させる, 昇進させる",ukpromi012.mp3,promote.jpg
"販売促進, 宣伝<br>a sales {{c1::promotion}}","promotion<br>販売促進, 宣伝<br>[sound:ukpromi014.mp3]<br><img src=""index (1).jpg"">",promotion,"販売促進, 宣伝",ukpromi014.mp3,index (1).jpg
"迅速な, 素早い<br>a {{c1::prompt}} reply","prompt<br>迅速な, 素早い<br>[sound:ukpromi016.mp3]<br><img src=""prompt.jpg"">",prompt,"迅速な, 素早い",ukpromi016.mp3,prompt.jpg
"直ちに, 即座に<br>We'll have to leave fairly {{c1::promptly}} (= on time) if we want to catch that train.","promptly<br>直ちに, 即座に<br>[sound:ukpromi018.mp3]<br><img src=""promptly.jpg"">",promptly,"直ちに, 即座に",ukpromi018.mp3,promptly.jpg
"正しく, きちんと, ちゃんと<br>If she doesn't behave {{c1::properly}}, she will have to leave.","properly<br>正しく, きちんと, ちゃんと<br>[sound:ukproof017.mp3]<br><img src=""properly.jpg"">",properly,"正しく, きちんと, ちゃんと",ukproof017.mp3,properly.jpg
"所有物, 財産<br>The police recovered a large amount of stolen {{c1::property}}.","property<br>所有物, 財産<br>[sound:ukproof018.mp3]<br><img src=""property.jpg"">",property,"所有物, 財産",ukproof018.mp3,property.jpg
"～を守る, 保護する<br>It’s important to {{c1::protect}} your skin from the sun.","protect<br>～を守る, 保護する<br>[sound:ukprose024.mp3]<br><img src=""protect.jpg"">",protect,"～を守る, 保護する",ukprose024.mp3,protect.jpg
"保護, 予防<br>This coat doesn’t provide any {{c1::protection}} against the rain.","protection<br>保護, 予防<br>[sound:ukprose026.mp3]<br><img src=""protection.jpg"">",protection,"保護, 予防",ukprose026.mp3,protection.jpg
"宣伝, 広告<br>a {{c1::publicity}} campaign","publicity<br>宣伝, 広告<br>[sound:ukpsych016.mp3]<br><img src=""publicity.jpg"">",publicity,"宣伝, 広告",ukpsych016.mp3,publicity.jpg
〈…を〉公表する;宣伝する.<br>Attitudes seem to be changing as a result of recenthighly {{c1::publicized}} cases of sexualharassment.,"publicize<br>〈…を〉公表する;宣伝する.<br>[sound:ukpsych017.mp3]<br><img src=""publicize.jpg"">",publicize,〈…を〉公表する;宣伝する.,ukpsych017.mp3,publicize.jpg
"～を買う, 購入する<br>Tickets must be {{c1::purchased}} two weeks in advance.","purchase<br>～を買う, 購入する<br>[sound:ukpunst013.mp3]<br><img src=""purchase.jpg"">",purchase,"～を買う, 購入する",ukpunst013.mp3,purchase.jpg
"目的, 意図, ねらい<br>The main {{c1::purpose}} of the meeting is to discuss the future of the company.","purpose<br>目的, 意図, ねらい<br>[sound:ukpurit009.mp3]<br><img src=""paste-fe452ac233c954614f06d3d770cd0851a61bdb2d.jpg"">",purpose,"目的, 意図, ねらい",ukpurit009.mp3,paste-fe452ac233c954614f06d3d770cd0851a61bdb2d.jpg
"～を追い求める, ～に従事する, ～を続ける<br>She decided to {{c1::pursue}} a career in finance.","pursue<br>～を追い求める, ～に従事する, ～を続ける<br>[sound:ukpurit022.mp3]<br><img src=""pursue.jpg"">",pursue,"～を追い求める, ～に従事する, ～を続ける",ukpurit022.mp3,pursue.jpg
"資格試験, 資格取得の課程<br>medical {{c1::qualifications}}","qualification<br>資格試験, 資格取得の課程<br>[sound:ukquali001.mp3]<br><img src=""paste-596beafc0c063d1158615dca03c44d901f4b6631.png"">",qualification,"資格試験, 資格取得の課程",ukquali001.mp3,paste-596beafc0c063d1158615dca03c44d901f4b6631.png
"資格のある, 免許を持った<br>a newly {{c1::qualified}} teacher","qualified<br>資格のある, 免許を持った<br>[sound:ukquali002.mp3]<br><img src=""qualified.jpg"">",qualified,"資格のある, 免許を持った",ukquali002.mp3,qualified.jpg
"資格を持つ, （～するための）条件を満たす<br>To {{c1::qualify}} for the competition, you must be over 18.","qualify<br>資格を持つ, （～するための）条件を満たす<br>[sound:ukquali004.mp3]<br><img src=""qualify.jpg"">",qualify,"資格を持つ, （～するための）条件を満たす",ukquali004.mp3,qualify.jpg
"アンケート, 質問表<br>They asked visitors to complete a {{c1::questionnaire}}.","questionnaire<br>アンケート, 質問表<br>[sound:ukquart028.mp3]<br><img src=""questionnaire.jpg"">",questionnaire,"アンケート, 質問表",ukquart028.mp3,questionnaire.jpg
"引用, 引用文（句）<br>a {{c1::quotation}} from Shakespeare","quotation<br>引用, 引用文（句）<br>[sound:ukquint024.mp3]<br><img src=""quotation.jpg"">",quotation,"引用, 引用文（句）",ukquint024.mp3,quotation.jpg
引用する<br>I was {{c1::quoting}} from Marx.,"quote<br>引用する<br>[sound:ukquint025.mp3]<br><img src=""quote.jpg"">",quote,引用する,ukquint025.mp3,quote.jpg
"～を持ち上げる, （手や頭など）を上げる<br>She {{c1::raised}} her hand.","raise<br>～を持ち上げる, （手や頭など）を上げる<br>[sound:ukrains003.mp3]<br><img src=""raise.jpg"">",raise,"～を持ち上げる, （手や頭など）を上げる",ukrains003.mp3,raise.jpg
（同じタイプのものの）集まり<br>We discussed a wide {{c1::range}} of subjects.,"range<br>（同じタイプのものの）集まり<br>[sound:ukramsh017.mp3]<br><img src=""range.jpg"">",range,（同じタイプのものの）集まり,ukramsh017.mp3,range.jpg
"希少な, 珍しい, レアな<br>a {{c1::rare}} disease","rare<br>希少な, 珍しい, レアな<br>[sound:ukrapac020.mp3]<br><img src=""rare.jpg"">",rare,"希少な, 珍しい, レアな",ukrapac020.mp3,rare.jpg
"率, 比率<br>the birth {{c1::rate}}","rate<br>率, 比率<br>[sound:ukrasp_010.mp3]<br><img src=""rate.jpg"">",rate,"率, 比率",ukrasp_010.mp3,rate.jpg
"論理的な, 合理的な<br>a {{c1::rational}} decision","rational<br>論理的な, 合理的な<br>[sound:ukrasp_022.mp3]<br><img src=""rational.jpg"">",rational,"論理的な, 合理的な",ukrasp_022.mp3,rational.jpg
"原料, 素材<br>The price of paper is rising because of a shortage of {{c1::raw material}}s.","raw material<br>原料, 素材<br>[sound:ukmatch006.mp3]<br><img src=""paste-e834ba4507112f014b82f177d0d618c8fbf7f3b9.jpg"">",raw material,"原料, 素材",ukmatch006.mp3,paste-e834ba4507112f014b82f177d0d618c8fbf7f3b9.jpg
"～に着く, 到着する<br>We won’t {{c1::reach}} Miami till five or six o’clock.","reach<br>～に着く, 到着する<br>[sound:ukrayon014.mp3]<br><img src=""reach.jpg"">",reach,"～に着く, 到着する",ukrayon014.mp3,reach.jpg
"～に気づく, ～を悟る<br>I suddenly {{c1::realized}} I'd met him before.","realize<br>～に気づく, ～を悟る<br>[sound:ukreadi021.mp3]<br><img src=""realize.jpg"">",realize,"～に気づく, ～を悟る",ukreadi021.mp3,realize.jpg
～の配置（順番）を変える<br>I've {{c1::rearranged}} the furniture in my office.,"rearrange<br>～の配置（順番）を変える<br>[sound:ukreapp007.mp3]<br><img src=""rearrange.jpg"">",rearrange,～の配置（順番）を変える,ukreapp007.mp3,rearrange.jpg
（量や規模が）ちょうどよい<br>There were a {{c1::reasonable}} number of people there.,"reasonable<br>（量や規模が）ちょうどよい<br>[sound:ukreapp010.mp3]<br><img src=""reasonable.jpg"">",reasonable,（量や規模が）ちょうどよい,ukreapp010.mp3,reasonable.jpg
"理性的に, 公正に<br>Why can't we discuss this {{c1::reasonably}}, like adults?","reasonably<br>理性的に, 公正に<br>[sound:ukreapp012.mp3]<br><img src=""reasonably.jpg"">",reasonably,"理性的に, 公正に",ukreapp012.mp3,reasonably.jpg
"領収書, レシート<br>Could I have a {{c1::receipt}}?","receipt<br>領収書, レシート<br>[sound:ukrebui017.mp3]<br><img src=""receipt.jpg"">",receipt,"領収書, レシート",ukrebui017.mp3,receipt.jpg
～を受け取る<br>Occasionally he {{c1::receives}} letters from fans.,"receive<br>～を受け取る<br>[sound:ukrebui019.mp3]<br><img src=""receive.jpg"">",receive,～を受け取る,ukrebui019.mp3,receive.jpg
"最近の, 近頃の<br>a {{c1::recent}} photo","recent<br>最近の, 近頃の<br>[sound:ukrebui023.mp3]<br><img src=""recent.jpg"">",recent,"最近の, 近頃の",ukrebui023.mp3,recent.jpg
"（会社などの）受付, （ホテルの）フロント<br>Ask for me at {{c1::reception}}.","reception<br>（会社などの）受付, （ホテルの）フロント<br>[sound:ukrebui026.mp3]<br><img src=""reception.jpg"">",reception,"（会社などの）受付, （ホテルの）フロント",ukrebui026.mp3,reception.jpg
〈人・精神など〉受容性のある，感受性の強い.<br>The government is not {{c1::receptive}} to the idea of a Freedom of Information Act.,"receptive<br>〈人・精神など〉受容性のある，感受性の強い.<br>[sound:ukrebui028.mp3]<br><img src=""receptive.jpg"">",receptive,〈人・精神など〉受容性のある，感受性の強い.,ukrebui028.mp3,receptive.jpg
"レシピ, （料理の）作り方<br>a {{c1::recipe}} for carrot cake","recipe<br>レシピ, （料理の）作り方<br>[sound:ukrecep011.mp3]<br><img src=""recipe.jpg"">",recipe,"レシピ, （料理の）作り方",ukrecep011.mp3,recipe.jpg
～に見覚えがある<br>I {{c1::recognized}} her from her picture.,"recognize<br>～に見覚えがある<br>[sound:ukrecli007.mp3]<br><img src=""paste-863b6ca8d3cb689d13d8d62dd890045de73b6d37.png"">",recognize,～に見覚えがある,ukrecli007.mp3,paste-863b6ca8d3cb689d13d8d62dd890045de73b6d37.png
"～を薦める, 推薦する<br>Can you {{c1::recommend}} a good wine to go with this dish?","recommend<br>～を薦める, 推薦する<br>[sound:ukrecli013.mp3]<br><img src=""recommend.jpg"">",recommend,"～を薦める, 推薦する",ukrecli013.mp3,recommend.jpg
"推薦, 提案<br>I bought this book on Andy’s {{c1::recommendation}}.","recommendation<br>推薦, 提案<br>[sound:ukrecli014.mp3]<br><img src=""recommendation.jpg"">",recommendation,"推薦, 提案",ukrecli014.mp3,recommendation.jpg
"～を募集する, 勧誘する<br>Charities such as Oxfam are always trying to {{c1::recruit}} volunteers to help in their work.","recruit<br>～を募集する, 勧誘する<br>[sound:ukrecor017.mp3]<br><img src=""recruit.jpg"">",recruit,"～を募集する, 勧誘する",ukrecor017.mp3,recruit.jpg
"募集, 勧誘<br>graduate {{c1::recruitment}}","recruitment<br>募集, 勧誘<br>[sound:ukrecor018.mp3]<br><img src=""paste-31d2f091c566d4ac44a0584d0693a3b6c243154f.png"">",recruitment,"募集, 勧誘",ukrecor018.mp3,paste-31d2f091c566d4ac44a0584d0693a3b6c243154f.png
"～を減らす, （価格）を下げる<br>Prices have been {{c1::reduced}} by almost 50 percent.","reduce<br>～を減らす, （価格）を下げる<br>[sound:ukredou006.mp3]<br><img src=""reduce.jpg"">",reduce,"～を減らす, （価格）を下げる",ukredou006.mp3,reduce.jpg
"減少, 縮小<br>price {{c1::reductions}}","reduction<br>減少, 縮小<br>[sound:ukredou007.mp3]<br><img src=""reduction.jpg"">",reduction,"減少, 縮小",ukredou007.mp3,reduction.jpg
解雇される<br>Eight thousand people have been made {{c1::redundant}} this year.,"redundant<br>解雇される<br>[sound:ukredou009.mp3]<br><img src=""redundant.jpg"">",redundant,解雇される,ukredou009.mp3,redundant.jpg
冷蔵庫<br>The salad was in the {{c1::refrigerator}} and coffee was ready on the stove.,"refrigerator<br>冷蔵庫<br>[sound:ukrefre005.mp3]<br><img src=""refrigerator.jpg"">",refrigerator,冷蔵庫,ukrefre005.mp3,refrigerator.jpg
"返金, 払い戻し<br>The holiday company gave us a full {{c1::refund}}.","refund<br>返金, 払い戻し<br>[sound:ukrefre008.mp3]<br><img src=""refund.jpg"">",refund,"返金, 払い戻し",ukrefre008.mp3,refund.jpg
"弁済可能な、返金保証な<br>The ticket was not {{c1::refundable}}, so that little slip just cost me $100.","refundable<br>弁済可能な、返金保証な<br>[sound:ukrefre009.mp3]<br><img src=""refundable.jpg"">",refundable,弁済可能な、返金保証な,ukrefre009.mp3,refundable.jpg
"拒否, 拒絶, 却下<br>I was surprised by his {{c1::refusal}} to admit his mistake.","refusal<br>拒否, 拒絶, 却下<br>[sound:ukrefre013.mp3]<br><img src=""refusal.jpg"">",refusal,"拒否, 拒絶, 却下",ukrefre013.mp3,refusal.jpg
"（～を）拒否する, 断る, 拒絶する<br>I asked him to leave but he {{c1::refused}}.","refuse<br>（～を）拒否する, 断る, 拒絶する<br>[sound:ukrefre015.mp3]<br><img src=""refuse.jpg"">",refuse,"（～を）拒否する, 断る, 拒絶する",ukrefre015.mp3,refuse.jpg
"～について, ～に関して<br>I am writing to you {{c1::regarding}} your application dated 29 April.","regarding<br>～について, ～に関して<br>[sound:ukrefre025.mp3]<br><img src=""regarding.jpg"">",regarding,"～について, ～に関して",ukrefre025.mp3,regarding.jpg
"～にかまわず, ～にかかわらず<br>She'll make a decision {{c1::regardless}} of what we think.","regardless<br>～にかまわず, ～にかかわらず<br>[sound:ukrefre026.mp3]<br><img src=""paste-6f8f8cf460b1a6c9251e203a1e4faac71c36d353.png"">",regardless,"～にかまわず, ～にかかわらず",ukrefre026.mp3,paste-6f8f8cf460b1a6c9251e203a1e4faac71c36d353.png
"地域の, 地方の<br>{{c1::regional}} foods","regional<br>地域の, 地方の<br>[sound:ukregen015.mp3]<br><img src=""regional.jpg"">",regional,"地域の, 地方の",ukregen015.mp3,regional.jpg
名簿<br>the class {{c1::register}},"register<br>名簿<br>[sound:ukregen017.mp3]<br><img src=""register.jpg"">",register,名簿,ukregen017.mp3,register.jpg
"登録, 出席確認<br>{{c1::Registration}} for courses is next Monday.","registration<br>登録, 出席確認<br>[sound:ukregen020.mp3]<br><img src=""registration.jpg"">",registration,"登録, 出席確認",ukregen020.mp3,registration.jpg
"～を後悔する, 悔やむ<br>If you don’t tell her the truth you'll {{c1::regret}} it later.","regret<br>～を後悔する, 悔やむ<br>[sound:ukregen025.mp3]<br><img src=""regret.jpg"">",regret,"～を後悔する, 悔やむ",ukregen025.mp3,regret.jpg
"習慣的な, 常連の<br>a {{c1::regular}} visitor to Brussels","regular<br>習慣的な, 常連の<br>[sound:ukregen030.mp3]<br><img src=""paste-e1784f32b5a5c2060500473414b96630040c513d.png"">",regular,"習慣的な, 常連の",ukregen030.mp3,paste-e1784f32b5a5c2060500473414b96630040c513d.png
"頻繁に, たびたび<br>Accidents occur {{c1::regularly}} on this stretch of the road.","regularly<br>頻繁に, たびたび<br>[sound:ukregul004.mp3]<br><img src=""regularly.jpg"">",regularly,"頻繁に, たびたび",ukregul004.mp3,regularly.jpg
"～を規制する, 管理する<br>Babies find it difficult to {{c1::regulate}} their body temperature.","regulate<br>～を規制する, 管理する<br>[sound:ukregul005.mp3]<br><img src=""regulate.jpg"">",regulate,"～を規制する, 管理する",ukregul005.mp3,regulate.jpg
"～を練習する, 稽古する<br>The musicians {{c1::rehearsed}} (the symphony) for the concert.","rehearse<br>～を練習する, 稽古する<br>[sound:ukregul014.mp3]<br><img src=""rehearse.jpg"">",rehearse,"～を練習する, 稽古する",ukregul014.mp3,rehearse.jpg
"～を拒否する, 却下する<br>The US government {{c1::rejected}} the proposal.","reject<br>～を拒否する, 却下する<br>[sound:ukrejec002.mp3]<br><img src=""reject.jpg"">",reject,"～を拒否する, 却下する",ukrejec002.mp3,reject.jpg
"くつろぐ, リラックスする<br>I find it difficult to {{c1::relax}}.","relax<br>くつろぐ, リラックスする<br>[sound:ukrejec022.mp3]<br><img src=""relax.jpg"">",relax,"くつろぐ, リラックスする",ukrejec022.mp3,relax.jpg
"くつろぎ, リラクゼーション<br>He listens to music for {{c1::relaxation}}.","relaxation<br>くつろぎ, リラクゼーション<br>[sound:ukrejec023.mp3]<br><img src=""relaxation.jpg"">",relaxation,"くつろぎ, リラクゼーション",ukrejec023.mp3,relaxation.jpg
"～を釈放する, （人質など）を解放する<br>Six hostages were {{c1::released}} shortly before noon.","release<br>～を釈放する, （人質など）を解放する<br>[sound:ukrejec028.mp3]<br><img src=""release.jpg"">",release,"～を釈放する, （人質など）を解放する",ukrejec028.mp3,release.jpg
"関連した, 関係のある<br>The website has all the {{c1::relevant}} information.","relevant<br>関連した, 関係のある<br>[sound:ukrelen006.mp3]<br><img src=""relevant.jpg"">",relevant,"関連した, 関係のある",ukrelen006.mp3,relevant.jpg
"（ある状態の）ままである, （ある状態を）保つ<br>Despite the chaos around him, he {{c1::remained}} calm.","remain<br>（ある状態の）ままである, （ある状態を）保つ<br>[sound:ukrelen027.mp3]<br><img src=""remain.jpg"">",remain,"（ある状態の）ままである, （ある状態を）保つ",ukrelen027.mp3,remain.jpg
"卓越した, すばらしい<br>He has a {{c1::remarkable}} memory.","remarkable<br>卓越した, すばらしい<br>[sound:ukremak005.mp3]<br><img src=""paste-99b696adc043c0b522ccf4d4a3d1b59addb1c9fb.png"">",remarkable,"卓越した, すばらしい",ukremak005.mp3,paste-99b696adc043c0b522ccf4d4a3d1b59addb1c9fb.png
（人）に思い出させる<br>Every time we meet he {{c1::reminds}} me about the money he lent me.,"remind<br>（人）に思い出させる<br>[sound:ukremak010.mp3]<br><img src=""remind.jpg"">",remind,（人）に思い出させる,ukremak010.mp3,remind.jpg
思い出させるもの<br>Her scars are a constant {{c1::reminder}} of the attack.,"reminder<br>思い出させるもの<br>[sound:ukremak011.mp3]<br><img src=""reminder.jpg"">",reminder,思い出させるもの,ukremak011.mp3,reminder.jpg
【不可算名詞】送金.<br>She sends a small {{c1::remittance}} home to her parents each month.,"remittance<br>【不可算名詞】送金.<br>[sound:epd32836.mp3]<br><img src=""remittance.jpg"">",remittance,【不可算名詞】送金.,epd32836.mp3,remittance.jpg
"～を取り除く, 除去する<br>An operation was needed to {{c1::remove}} the bullets from his chest.","remove<br>～を取り除く, 除去する<br>[sound:ukremor010.mp3]<br><img src=""paste-611a6bf5c05dec2a5d960a50549803a81a117139.jpg"">",remove,"～を取り除く, 除去する",ukremor010.mp3,paste-611a6bf5c05dec2a5d960a50549803a81a117139.jpg
[また a remuneration] 報酬，報償 〔for〕.<br>They demanded adequate {{c1::remuneration}} for their work.,"remuneration<br>[また a remuneration] 報酬，報償 〔for〕.<br>[sound:ukremor014.mp3]<br><img src=""remuneration.jpg"">",remuneration,[また a remuneration] 報酬，報償 〔for〕.,ukremor014.mp3,remuneration.jpg
"～を改装する, リフォームする<br>He {{c1::renovates}} old houses and sells them at a profit.","renovate<br>～を改装する, リフォームする<br>[sound:ukrenni003.mp3]<br><img src=""renovate.jpg"">",renovate,"～を改装する, リフォームする",ukrenni003.mp3,renovate.jpg
"改装, 改築, 修繕<br>The whole building was restored by order of Napoleon in 1814, and another thorough {{c1::renovation}} was made more recently.","renovation<br>改装, 改築, 修繕<br>[sound:ukrenni004.mp3]<br><img src=""renovation.jpg"">",renovation,"改装, 改築, 修繕",ukrenni004.mp3,renovation.jpg
（～を）賃借する<br>He {{c1::rents}} an apartment in the city.,"rent<br>（～を）賃借する<br>[sound:ukrenni007.mp3]<br><img src=""rent.jpg"">",rent,（～を）賃借する,ukrenni007.mp3,rent.jpg
"～を修理する, 直す<br>I must get my bike {{c1::repaired}}.","repair<br>～を修理する, 直す<br>[sound:ukrenni014.mp3]<br><img src=""repair.jpg"">",repair,"～を修理する, 直す",ukrenni014.mp3,repair.jpg
払い戻し，返済(金).<br>mortgage {{c1::repayments}},"repayment<br>払い戻し，返済(金).<br>[sound:ukrenni023.mp3]<br><img src=""paste-d09018f3ef94511276dd46b76ac0003e201d1fb3.png"">",repayment,払い戻し，返済(金).,ukrenni023.mp3,paste-d09018f3ef94511276dd46b76ac0003e201d1fb3.png
反復の多い，くどい.<br>a {{c1::repetitive}} job/task,"repetitive<br>反復の多い，くどい.<br>[sound:ukrepen009.mp3]<br><img src=""repetitive.jpg"">",repetitive,反復の多い，くどい.,ukrepen009.mp3,repetitive.jpg
代わりを見つける<br>We'll have to {{c1::replace}} this carpet soon.,"replace<br>代わりを見つける<br>[sound:ukrepen012.mp3]<br><img src=""replace.jpg"">",replace,代わりを見つける,ukrepen012.mp3,replace.jpg
"交換品, 代用品, 後継者<br>It’s not going to be easy to find a {{c1::replacement}} for you.","replacement<br>交換品, 代用品, 後継者<br>[sound:ukrepen014.mp3]<br><img src=""replacement.jpg"">",replacement,"交換品, 代用品, 後継者",ukrepen014.mp3,replacement.jpg
"報告, 説明<br>a police {{c1::report}}","report<br>報告, 説明<br>[sound:ukrepen025.mp3]<br><img src=""report.jpg"">",report,"報告, 説明",ukrepen025.mp3,report.jpg
"～を代弁する, 代表する<br>The union {{c1::represents}} over 200 employees.","represent<br>～を代弁する, 代表する<br>[sound:ukrepos006.mp3]<br><img src=""represent.jpg"">",represent,"～を代弁する, 代表する",ukrepos006.mp3,represent.jpg
"代表者, 代理人<br>The firm has two {{c1::representatives}} in every European City.","representative<br>代表者, 代理人<br>[sound:ukcld01842.mp3]<br><img src=""representative.jpg"">",representative,"代表者, 代理人",ukcld01842.mp3,representative.jpg
"依頼, 要請, リクエスト<br>His doctor made an urgent {{c1::request}} for a copy of the report.","request<br>依頼, 要請, リクエスト<br>[sound:ukrepro020.mp3]<br><img src=""request.jpg"">",request,"依頼, 要請, リクエスト",ukrepro020.mp3,request.jpg
"～を必要とする, 求める<br>The job {{c1::requires}} a high level of concentration.","require<br>～を必要とする, 求める<br>[sound:ukrepro022.mp3]<br><img src=""require.jpg"">",require,"～を必要とする, 求める",ukrepro022.mp3,require.jpg
"必要条件, 資格<br>college entrance {{c1::requirements}}","requirement<br>必要条件, 資格<br>[sound:ukrepro023.mp3]<br><img src=""paste-c02e7fe3f8fdd78176357f6b8724dc15a3942609.png"">",requirement,"必要条件, 資格",ukrepro023.mp3,paste-c02e7fe3f8fdd78176357f6b8724dc15a3942609.png
"（予定など）を立て直す, 変更する<br>I {{c1::rescheduled}} my doctor’s appointment for later in the week.","reschedule<br>（予定など）を立て直す, 変更する<br>[sound:ukrerun003.mp3]<br><img src=""reschedule.jpg"">",reschedule,"（予定など）を立て直す, 変更する",ukrerun003.mp3,reschedule.jpg
"～を救助する, 救出する, 助ける<br>Fifty passengers had to be {{c1::rescued}} from a sinking ship.","rescue<br>～を救助する, 救出する, 助ける<br>[sound:ukrerun005.mp3]<br><img src=""rescue.jpg"">",rescue,"～を救助する, 救出する, 助ける",ukrerun005.mp3,rescue.jpg
"～に似ている, ～似である<br>She {{c1::resembles}} her father.","resemble<br>～に似ている, ～似である<br>[sound:ukrerun011.mp3]<br><img src=""resemble.jpg"">",resemble,"～に似ている, ～似である",ukrerun011.mp3,resemble.jpg
予約<br>I’d like to make a {{c1::reservation}} for Friday Evening.,"reservation<br>予約<br>[sound:ukrerun017.mp3]<br><img src=""paste-27ef4a27c90764523a98968c6541580485ec3d0c.jpg"">",reservation,予約,ukrerun017.mp3,paste-27ef4a27c90764523a98968c6541580485ec3d0c.jpg
～を予約する<br>I’d like to {{c1::reserve}} two seats on the 9.15 train to Glasgow.,"reserve<br>～を予約する<br>[sound:ukrerun018.mp3]<br><img src=""paste-543aeab5005e93c608d060fdfe28a6b943995cd3.png"">",reserve,～を予約する,ukrerun018.mp3,paste-543aeab5005e93c608d060fdfe28a6b943995cd3.png
"辞職する, 辞任する<br>Mr Aitken has {{c1::resigned}} from the company.","resign<br>辞職する, 辞任する<br>[sound:ukresid003.mp3]<br><img src=""resign.jpg"">",resign,"辞職する, 辞任する",ukresid003.mp3,resign.jpg
"（誘惑など）を退ける, 我慢する<br>I can't {{c1::resist}} eating chocolate.","resist<br>（誘惑など）を退ける, 我慢する<br>[sound:ukresid012.mp3]<br><img src=""resist.jpg"">",resist,"（誘惑など）を退ける, 我慢する",ukresid012.mp3,resist.jpg
（問題など）を解決する<br>an attempt to {{c1::resolve}} the dispute,"resolve<br>（問題など）を解決する<br>[sound:ukresid023.mp3]<br><img src=""resolve.jpg"">",resolve,（問題など）を解決する,ukresid023.mp3,resolve.jpg
"礼儀正しさ, 丁寧さ<br>You should show more {{c1::respect}} for your parents.","respect<br>礼儀正しさ, 丁寧さ<br>[sound:ukresou008.mp3]<br><img src=""respect.jpg"">",respect,"礼儀正しさ, 丁寧さ",ukresou008.mp3,respect.jpg
"立派な, 尊敬すべき<br>a {{c1::respectable}} family","respectable<br>立派な, 尊敬すべき<br>[sound:ukresou010.mp3]<br><img src=""respectable.jpg"">",respectable,"立派な, 尊敬すべき",ukresou010.mp3,respectable.jpg
"礼儀正しい, 丁寧な<br>The children were polite and {{c1::respectful}}.","respectful<br>礼儀正しい, 丁寧な<br>[sound:ukresou014.mp3]<br><img src=""respectful.jpg"">",respectful,"礼儀正しい, 丁寧な",ukresou014.mp3,respectful.jpg
"答える, 返事する, 反応する<br>How quickly did the police {{c1::respond}} to the call?","respond<br>答える, 返事する, 反応する<br>[sound:ukresou027.mp3]<br><img src=""respond.jpg"">",respond,"答える, 返事する, 反応する",ukresou027.mp3,respond.jpg
"責任, 義務<br>It is your {{c1::responsibility}} to make sure that the work is done on time.","responsibility<br>責任, 義務<br>[sound:ukresou030.mp3]<br><img src=""responsibility.jpg"">",responsibility,"責任, 義務",ukresou030.mp3,responsibility.jpg
"責任がある, 義務を負った<br>I’m {{c1::responsible}} for organizing the conferences.","responsible<br>責任がある, 義務を負った<br>[sound:ukrespo001.mp3]<br><img src=""paste-b7cf4d0bf7077ba1e51978b953991a5093eb608b.jpg"">",responsible,"責任がある, 義務を負った",ukrespo001.mp3,paste-b7cf4d0bf7077ba1e51978b953991a5093eb608b.jpg
～を修復する<br>to {{c1::restore}} antiques,"restore<br>～を修復する<br>[sound:ukrespo024.mp3]<br><img src=""restore.jpg"">",restore,～を修復する,ukrespo024.mp3,restore.jpg
〈…を〉構成[編成]し直す，作り直す.<br>The government {{c1::restructured}} the coal industry before selling it to private owners.,"restructure<br>〈…を〉構成[編成]し直す，作り直す.<br>[sound:ukrestr003.mp3]<br><img src=""restructure.jpg"">",restructure,〈…を〉構成[編成]し直す，作り直す.,ukrestr003.mp3,restructure.jpg
履歴書<br>She gave us a brief {{c1::résumé}} of the project so far.,"résumé<br>履歴書<br>[sound:ukrestr009.mp3]<br><img src=""résumé.jpg"">",résumé,履歴書,ukrestr009.mp3,résumé.jpg
小売り (⇔wholesale).<br>The job is open to applicants with over two years experience in {{c1::retail}}.,"retail<br>小売り (⇔wholesale).<br>[sound:ukrestr018.mp3]<br><img src=""retail.jpg"">",retail,小売り (⇔wholesale).,ukrestr018.mp3,retail.jpg
退職する<br>She {{c1::retired}} from the company in 2010.,"retire<br>退職する<br>[sound:ukretar020.mp3]<br><img src=""retire.jpg"">",retire,退職する,ukretar020.mp3,retire.jpg
退職後の生活、余暇<br>We wish you a long and happy {{c1::retirement}}.,"retirement<br>退職後の生活、余暇<br>[sound:ukretar023.mp3]<br><img src=""retirement.jpg"">",retirement,退職後の生活、余暇,ukretar023.mp3,retirement.jpg
"書評, 論評<br>a book {{c1::review}}","review<br>書評, 論評<br>[sound:ukrevie001.mp3]<br><img src=""review.jpg"">",review,"書評, 論評",ukrevie001.mp3,review.jpg
"～を復習する, おさらいする<br>a {{c1::revised}} edition of the book","revise<br>～を復習する, おさらいする<br>[sound:ukrevie004.mp3]<br><img src=""revise.jpg"">",revise,"～を復習する, おさらいする",ukrevie004.mp3,revise.jpg
～を改訂する<br>a {{c1::revised}} edition of the book,"revised<br>～を改訂する<br>[sound:ukrevie005.mp3]<br><img src=""revised.jpg"">",revised,～を改訂する,ukrevie005.mp3,revised.jpg
直ちに/今すぐ<br>Do you want to start {{c1::right away}}?,"right away<br>直ちに/今すぐ<br><img src=""paste-20c4a7885c46a74b96792c7b411b3e9f3645838e.png"">",right away,直ちに/今すぐ,,paste-20c4a7885c46a74b96792c7b411b3e9f3645838e.png
